Age,Gender,Race,Domestic,Country,State,Program,Status,Index
22,Male,Asian,International,India,Rajasthan,Data Science (MS),Unsubmitted,612
20,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted,613
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted,614
21,Male,Asian,International,India,Rajasthan,Data Science (MS),Unsubmitted,615
21,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted,616
27,Male,Asian,International,India,None Listed,Data Science (MS),Unsubmitted,617
26,Female,None Listed,International,India,None Listed,Data Science (MS),Unsubmitted,618
24,Male,Asian,International,India,Delhi,Data Science (MS),Unsubmitted,619
25,Male,Asian,International,India,Haryana,Data Science (MS),Unsubmitted,620
22,Female,Asian,International,India,Telangana,Data Science (MS),Unsubmitted,621
23,Male,Asian,International,India,Gujrat,Data Science (MS),Unsubmitted,622
24,Female,Asian,International,Nepal,Kathmandu,Data Science (MS),Unsubmitted,623
27,Female,Asian,International,India,West Bengal,Data Science (MS),Unsubmitted,624
22,Female,Asian,International,India,Odisha,Data Science (MS),Unsubmitted,625
22,Male,None Listed,International,India,Telangana,Data Science (MS),Unsubmitted,626
38,Female,White,International,"Iran, Islamic Republic Of",Hamedan,Data Science (MS),Unsubmitted,627
48,Female,Asian,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted,628
22,Female,Asian,International,India,Telangana,Data Science (MS),Unsubmitted,629
26,Female,Asian,International,India,Gujarat,Data Science (MS),Unsubmitted,630
23,Female,Asian,International,Bangladesh,Dhaka,Data Science (MS),Unsubmitted,631
22,Female,None Listed,International,India,None Listed,Data Science (MS),Unsubmitted,632
24,Female,Asian,International,Bangladesh,Dhaka,Data Science (MS),Unsubmitted,633
21,Female,White,Domestic,United States,California,Data Science (MS),Unsubmitted,634
25,Male,Asian,International,India,Gujarat,Data Science (MS),Unsubmitted,635
28,Male,None Listed,International,India,Maharashtra,Data Science (MS),Unsubmitted,636
24,Male,Black or African American,International,Ghana,Greater Accra,Data Science (MS),Unsubmitted,637
22,Male,Asian,Domestic,India,Andhra Pradesh,Data Science (MS),Unsubmitted,638
23,Female,Asian,International,India,West Bengal,Data Science (MS),Unsubmitted,639
22,Male,Asian,International,India,Kerala,Data Science (MS),Unsubmitted,640
27,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted,641
24,Male,Asian; White,International,India,Maharashtra,Data Science (MS),Unsubmitted,642
36,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted,643
33,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted,644
23,Female,Asian,International,India,Rajasthan,Data Science (MS),Unsubmitted,645
23,Male,Black or African American,International,Ghana,None Listed,Data Science (MS),Unsubmitted,646
27,Male,Asian,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted,647
24,Male,Asian,International,India,Delhi,Data Science (MS),Unsubmitted,648
23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted,649
27,Female,Black or African American,International,Nigeria,Lagos,Data Science (MS),Unsubmitted,650
22,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted,651
25,Male,Asian,International,India,Andhra pradesh,Data Science (MS),Unsubmitted,652
31,Female,Black or African American,International,Nigeria,Federal Capital Territory,Data Science (MS),Unsubmitted,653
23,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted,654
24,Male,Black or African American,International,United States,Oregon,Data Science (MS),Unsubmitted,655
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted,656
22,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Submitted App,657
23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App,658
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Submitted App,659
20,Female,Asian,International,India,TamilNadu,Data Science (MS),Submitted App,660
26,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App,661
26,Female,Black or African American,Domestic,United States,New Jersey,Data Science (MS),Submitted App,662
25,Female,Asian,International,India,Karnataka,Data Science (MS),Submitted App,663
21,Male,Asian,International,India,Haryana,Data Science (MS),Submitted App,664
24,Male,Asian,International,Pakistan,Sindh,Data Science (MS),Submitted App,665
33,Female,Asian,International,United States,New York,Data Science (MS),Submitted App,666
22,Female,Asian,International,India,Telangana,Data Science (MS),Submitted App,667
35,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App,668
23,Female,Asian,International,India,TamilNadu,Data Science (MS),Submitted App,669
28,Female,Black or African American,International,Nigeria,Lagos,Data Science (MS),Submitted App,670
23,Female,Asian,International,India,Telangana,Data Science (MS),Submitted App,671
21,Female,None Listed,International,Morocco,Fès-Meknès,Data Science (MS),Submitted App,672
33,Male,None Listed,International,Ghana,Ashanti,Data Science (MS),Submitted App,673
26,Male,Asian,International,India,Delhi,Data Science (MS),Submitted App,674
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Submitted App,675
23,Male,Black or African American,Domestic,United States,Connecticut,Data Science (MS),Submitted App,676
25,Female,None Listed,Domestic,United States,New Jersey,Data Science (MS),Submitted App,677
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Submitted App,678
22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App,679
25,Female,Asian,International,India,Karnataka,Data Science (MS),Submitted App,680
19,Female,Asian,Domestic,United States,New York,Data Science (MS),Submitted App,681
40,Male,Asian,International,Denmark,Capital,Data Science (MS),Submitted App,682
21,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App,683
23,Female,Asian,International,India,Odisha,Data Science (MS),Submitted App,684
22,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App,685
25,Male,Asian,International,Pakistan,Islamabad,Data Science (MS),Submitted App,686
27,Male,Black or African American,International,Ghana,Greater Accra,Data Science (MS),Submitted App,687
25,Female,Asian,International,Pakistan,Sindh,Data Science (MS),Submitted App,688
21,Female,Asian,International,India,Karnataka,Data Science (MS),Submitted App,689
22,Female,Asian,International,India,Telangana,Data Science (MS),Submitted App,690
23,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App,691
21,Male,Asian,International,Qatar,None Listed,Data Science (MS),Submitted App,692
25,Male,Asian,International,Pakistan,Sindh,Data Science (MS),Submitted App,693
28,Female,Black or African American,International,Sierra Leone,Freetown/Western,Data Science (MS),Submitted App,694
30,Male,Black or African American,International,Nigeria,Abuja,Data Science (MS),Submitted App,695
22,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App,696
27,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App,697
22,Male,Asian,International,India,Gujarat,Data Science (MS),Submitted App,698
23,Female,Asian,International,India,TamilNadu,Data Science (MS),Submitted App,699
22,Male,Asian,International,India,Tamil Nadu,Data Science (MS),Incomplete,700
30,Female,Asian,International,"Korea, Republic of",None Listed,Data Science (MS),Incomplete,701
28,Female,Black or African American,International,United States,California,Data Science (MS),Incomplete,702
21,Female,Asian,International,India,Gujarat,Data Science (MS),Incomplete,703
23,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,704
24,Female,Asian,International,"Iran, Islamic Republic Of",None Listed,Data Science (MS),Incomplete,705
22,Female,Asian,International,India,Gujarat,Data Science (MS),Incomplete,706
23,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,707
25,Male,Asian,International,Bangladesh,Dhaka,Data Science (MS),Incomplete,708
20,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,709
21,Male,Asian,International,China,Shanghai,Data Science (MS),Incomplete,710
25,Male,Asian,International,India,Uttar Pradesh,Data Science (MS),Incomplete,711
20,Female,Asian,International,India,Gujarat,Data Science (MS),Incomplete,712
26,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,713
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,714
22,Male,Black or African American,International,Nigeria,Lagos,Data Science (MS),Incomplete,715
25,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,716
21,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Data Science (MS),Incomplete,717
22,Male,American Indian or Alaska Native,International,India,Maharashtra,Data Science (MS),Incomplete,718
20,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,719
20,Male,Asian,International,India,None Listed,Data Science (MS),Incomplete,720
22,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,721
21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,722
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,723
23,Female,Asian,International,India,Delhi,Data Science (MS),Incomplete,724
22,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,725
25,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,726
25,Male,Asian,International,China,Guangdong,Data Science (MS),Incomplete,727
36,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,728
32,Female,Asian,International,India,Karnataka,Data Science (MS),Incomplete,729
23,Male,Asian,International,China,Guangdong,Data Science (MS),Incomplete,730
27,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,731
24,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,732
25,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,733
26,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,734
21,Male,Asian,International,India,Delhi,Data Science (MS),Incomplete,735
21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,736
22,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,737
21,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,738
24,Male,White,Domestic,United States,New Jersey,Data Science (MS),Incomplete,739
21,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,740
23,Male,Asian,International,India,TamilNadu,Data Science (MS),Incomplete,741
25,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,742
23,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,743
21,Male,Asian,International,India,Gujarat,Data Science (MS),Incomplete,744
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,745
23,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,746
24,Male,Asian,International,India,Kerala,Data Science (MS),Incomplete,747
24,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,748
21,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,749
21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,750
23,Female,Asian,International,India,Odisha,Data Science (MS),Incomplete,751
24,Male,Asian,International,China,Hubei,Data Science (MS),Incomplete,752
22,Male,Asian,International,India,Delhi,Data Science (MS),Incomplete,753
26,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete,754
23,Female,Black or African American,International,United States,Ohio,Data Science (MS),Incomplete,755
21,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,756
22,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,757
24,Male,Asian,International,Bangladesh,Sylhet Division,Data Science (MS),Incomplete,758
24,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,759
23,Female,Asian,International,United States,New York,Data Science (MS),Incomplete,760
28,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete,761
25,Male,Asian,International,India,TamilNadu,Data Science (MS),Incomplete,762
23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete,763
25,Male,None Listed,Domestic,United States,New Jersey,Data Science (MS),Incomplete,764
22,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete,765
22,Female,Asian,International,India,Karnataka,Data Science (MS),Incomplete,766
22,Female,Asian,International,India,Karnataka,Data Science (MS),Incomplete,767
22,Female,Asian,International,India,Haryana,Data Science (MS),Admit,768
21,Female,Asian,International,India,Haryana,Data Science (MS),Admit,769
23,Female,Asian,International,India,Jammu And Kashmir,Data Science (MS),Admit,770
22,Female,Asian,International,India,West Bengal,Data Science (MS),Admit,771
29,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit,772
24,Male,Asian,International,India,Delhi,Data Science (MS),Admit,773
25,Male,Asian,International,United States,New York,Data Science (MS),Admit,774
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,775
21,Male,Asian,International,India,Telangana,Data Science (MS),Admit,776
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,777
31,Female,Asian,International,"Korea, Republic of",Gyeonggi-do,Data Science (MS),Admit,778
24,Female,Asian,International,India,Karnataka,Data Science (MS),Admit,779
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,780
23,Male,Asian,International,India,West Bengal,Data Science (MS),Admit,781
21,Male,Asian,Domestic,United States,New Jersey,Data Science (MS),Admit,782
30,Male,None Listed,Domestic,United States,Maryland,Data Science (MS),Admit,783
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,784
21,Female,Asian,International,India,Maharashtra,Data Science (MS),Admit,785
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,786
21,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Admit,787
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,788
23,Female,Asian,International,India,Maharashtra,Data Science (MS),Admit,789
27,Male,Asian,International,India,Uttar Pradesh,Data Science (MS),Admit,790
22,Male,None Listed,International,India,Maharashtra,Data Science (MS),Admit,791
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,792
23,Male,Asian,International,India,Karnataka,Data Science (MS),Admit,793
26,Female,Asian,International,China,Beijing,Data Science (MS),Admit,794
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,795
22,Male,None Listed,International,India,Maharashtra,Data Science (MS),Admit,796
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,797
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,798
21,Female,Asian,International,India,Gujarat,Data Science (MS),Admit,799
21,Male,Asian,International,India,Haryana,Data Science (MS),Admit,800
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,801
23,Female,Asian,International,India,Tamil Nadu,Data Science (MS),Admit,802
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,803
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,804
26,Male,Asian,International,United States,California,Data Science (MS),Admit,805
21,Female,Asian,International,India,West Bengal,Data Science (MS),Admit,806
21,Male,Asian,International,India,Tamil Nadu,Data Science (MS),Admit,807
21,Male,Asian,International,India,Gujarat,Data Science (MS),Admit,808
22,Male,Asian,International,India,Karnataka,Data Science (MS),Admit,809
24,Female,None Listed,International,United States,New York,Data Science (MS),Admit,810
24,Male,Asian,International,India,Tamil Nadu,Data Science (MS),Admit,811
21,Male,Asian,International,India,Gujarat,Data Science (MS),Admit,812
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,813
21,Male,Asian,International,India,None Listed,Data Science (MS),Admit,814
21,Male,Asian,International,India,None Listed,Data Science (MS),Admit,815
22,Male,Asian,International,India,Rajasthan,Data Science (MS),Admit,816
21,Male,Asian,International,India,Gujarat,Data Science (MS),Admit,817
21,Male,Asian,International,India,Karnataka,Data Science (MS),Admit,818
26,Male,Asian,International,India,Uttar Pradesh,Data Science (MS),Admit,819
22,Female,Asian,International,United States,New Jersey,Data Science (MS),Admit,820
22,Male,Asian,International,China,Henan,Data Science (MS),Admit,821
23,Male,Asian,International,India,None Listed,Data Science (MS),Admit,822
22,Male,Asian,International,China,Guangdong,Data Science (MS),Admit,823
21,Female,Asian,International,India,Maharashtra,Data Science (MS),Admit,824
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,825
20,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,826
21,Female,Asian,International,India,Maharashtra,Data Science (MS),Admit,827
21,Female,Asian,International,India,Telangana,Data Science (MS),Admit,828
44,Male,White,Domestic,United States,New Jersey,Data Science (MS),Admit,829
21,Male,Asian,Domestic,United States,California,Data Science (MS),Admit,830
21,Female,Asian,International,India,Maharashtra,Data Science (MS),Admit,831
21,Male,White,Domestic,United States,New Jersey,Data Science (MS),Admit,832
25,Female,Asian,International,China,Jiangsu,Data Science (MS),Admit,833
22,Female,Black or African American,Domestic,United States,New York,Data Science (MS),Admit,834
22,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,835
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,836
24,Male,White,Domestic,United States,New York,Data Science (MS),Admit,837
23,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit,838
21,Male,Asian,International,India,None Listed,Data Science (MS),Admit,839
25,Male,Asian,International,India,Orissa,Data Science (MS),Admit,840
21,Male,Asian,International,India,Tamil Nadu,Data Science (MS),Admit,841
22,Male,None Listed,International,India,Maharashtra,Data Science (MS),Admit,842
21,Male,Asian,International,India,None Listed,Data Science (MS),Admit,843
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit,844
26,Male,Asian,International,India,None Listed,Data Science (MS),Admit,845
22,Male,White,Domestic,United States,New Jersey,Data Science (MS),Admit,846
24,Female,Asian,International,India,None Listed,Data Science (MS),Admit,847
24,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit,848
31,Male,Asian,International,India,Odisha,Data Science (MS),Admit-Coming,849
29,Male,Black or African American,International,Kenya,Kenya,Data Science (MS),Admit-Coming,850
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit-Coming,851
21,Male,Asian,International,India,Gujarat,Data Science (MS),Admit-Coming,852
20,Male,Asian,International,India,None Listed,Data Science (MS),Admit-Coming,853
21,Male,Asian,International,India,Gujarat,Data Science (MS),Admit-Coming,854
23,Male,Asian,International,India,West Bengal,Data Science (MS),Admit-Coming,855
21,Female,Asian,International,India,Andhra pradesh,Data Science (MS),Admit-Coming,856
21,Male,Asian,International,India,Telangana,Data Science (MS),Admit-Coming,857
21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit-Coming,858
22,Male,Asian,International,Nepal,None Listed,Data Science (MS),Admit-Coming,859
33,Female,Asian; White,International,"Iran, Islamic Republic Of",Tehran,Data Science (MS),Admit-Coming,860
20,Male,Asian,International,India,Telangana,Data Science (MS),Admit-Coming,861
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit-Coming,862
21,Male,Asian,International,India,Rajasthan,Data Science (MS),Admit-Coming,863
22,Male,Asian,International,India,Gujarat,Data Science (MS),Admit-Coming,864
20,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit-Coming,865
20,Male,Asian,International,India,Gujarat,Data Science (MS),Admit-Coming,866
21,Male,Asian,International,India,Gujarat,Data Science (MS),Admit-Coming,867
20,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit-Coming,868
25,Male,Black or African American,International,Nigeria,Lagos,Data Science (MS),Admit-Coming,869
21,Female,Asian,International,India,Chhattisgarh,Data Science (MS),Admit-Coming,870
21,Male,Asian,International,India,None Listed,Data Science (MS),Admit-Coming,871
25,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit-Coming,872
26,Male,Asian,Domestic,United States,Kansas,Data Science (MS),Admit-Coming,873
24,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit-Coming,874
23,Female,Asian,International,India,Gujarat,Data Science (MS),Admit-Coming,875
23,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit-Coming,876
22,Female,None Listed,International,India,Andhra Pradesh,Data Science (MS),Admit-Coming,877
21,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Admit-Coming,878
22,Male,None Listed,International,India,None Listed,Data Science (MS),Admit-Coming,879
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Admit-Coming,880
22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Admit-Coming,881
21,Female,Asian,International,India,Maharashtra,Data Science (MS),Not Coming (Fall),882
21,Male,Asian,International,India,Haryana,Data Science (MS),Not Coming (Fall),883
33,Male,Asian; White,International,"Iran, Islamic Republic Of",Tehran,Data Science (MS),Not Coming (Fall),884
22,Male,Asian,Domestic,India,Gujarat,Data Science (MS),Not Coming (Fall),885
22,Male,Asian,International,India,Haryana,Data Science (MS),Not Coming (Fall),886
21,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall),887
24,Male,Asian,International,China,Heilongjiang,Data Science (MS),Not Coming (Fall),888
21,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall),889
21,Male,Asian,International,China,Shandong,Data Science (MS),Not Coming (Fall),890
26,Male,Asian,International,Bangladesh,None Listed,Data Science (MS),Not Coming (Fall),891
27,Female,White,International,Saudi Arabia,None Listed,Data Science (MS),Not Coming (Fall),892
22,Male,Asian,International,China,Cn-Hb,Data Science (MS),Not Coming (Fall),893
21,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall),894
24,Male,Asian,International,India,Jharkhand,Data Science (MS),Not Coming (Fall),895
23,Male,Asian,International,United States,Ohio,Data Science (MS),Not Coming (Fall),896
25,Male,Asian,International,China,Jiangsu,Data Science (MS),Not Coming (Fall),897
22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Not Coming (Fall),898
21,Female,Asian,International,China,Guangdong,Data Science (MS),Not Coming (Fall),899
25,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall),900
21,Male,Asian,International,India,Madhya Pradesh,Data Science (MS),Not Coming (Fall),901
25,Male,Asian,International,India,Maharashtra,Data Science (MS),Not Coming (Fall),902
21,Male,Asian,International,India,Maharashtra,Data Science (MS),Not Coming (Fall),903
26,Female,White,Domestic,United States,New Jersey,English (MA),Unsubmitted,904
24,Female,White,Domestic,United States,Connecticut,English (MA),Unsubmitted,905
22,Female,White,Domestic,United States,Vermont,English (MA),Unsubmitted,906
21,Female,Hispanic or Latino,Domestic,United States,New Jersey,English (MA),Unsubmitted,907
21,Female,None Listed,Domestic,United States,Utah,English (MA),Unsubmitted,908
31,Male,Black or African American,International,Nigeria,Federal Capital Territory,English (MA),Unsubmitted,909
23,Male,White,Domestic,United States,New Jersey,English (MA),Unsubmitted,910
25,Female,Asian,International,Bangladesh,None Listed,English (MA),Unsubmitted,911
49,Male,Asian,International,United States,New Jersey,English (MA),Unsubmitted,912
44,Male,Black or African American,Domestic,United States,Pennsylvania,English (MA),Unsubmitted,913
41,Male,Black or African American,International,"Tanzania, United Republic of",None Listed,English (MA),Unsubmitted,914
30,Male,None Listed,Domestic,United States,New Jersey,English (MA),Submitted App,915
27,Male,Black or African American,International,Ghana,None Listed,English (MA),Submitted App,916
26,Male,White,International,"Iran, Islamic Republic Of",Tehran,English (MA),Submitted App,917
22,Female,Black or African American,International,Nigeria,Lagos,English (MA),Submitted App,918
42,Male,Black or African American,International,Nigeria,Imo State,English (MA),Submitted App,919
28,Female,Black or African American,International,Nigeria,Lagos,English (MA),Submitted App,920
24,Male,Hispanic or Latino,Domestic,United States,Texas,English (MA),Incomplete,921
22,Female,Asian,International,United States,Wisconsin,English (MA),Incomplete,922
22,Female,Asian; White,Domestic,United States,California,English (MA),Incomplete,923
21,Female,White,Domestic,United States,Florida,English (MA),Incomplete,924
22,Female,White,Domestic,United States,New Jersey,English (MA),Incomplete,925
26,Male,White,International,"Iran, Islamic Republic Of",Tehran,English (MA),Incomplete,926
42,Male,Black or African American,International,Nigeria,None Listed,English (MA),Incomplete,927
30,Male,Asian,International,"Taiwan, Province Of China",None Listed,English (MA),Incomplete,928
22,Male,White,Domestic,United States,California,English (MA),Incomplete,929
43,Male,Black or African American,International,Ghana,Greater Accra,English (MA),Incomplete,930
23,Male,White,Domestic,United States,Massachusetts,English (MA),Incomplete,931
26,Male,Black or African American,International,Zimbabwe,Masvingo,English (MA),Incomplete,932
31,Female,Asian,International,India,West Bengal,English (MA),Incomplete,933
27,Female,White,International,"Iran, Islamic Republic Of",Tehran,English (MA),Incomplete,934
40,Male,Black or African American,International,Ghana,Northern Region,English (MA),Incomplete,935
33,Male,Black or African American,International,United States,New Mexico,English (MA),Incomplete,936
25,Male,Asian,International,United States,Massachusetts,English (MA),Incomplete,937
27,Female,Asian,International,"Iran, Islamic Republic Of",Alborz,English (MA),Incomplete,938
31,Female,White,Domestic,United States,New York,English (MA),Incomplete,939
33,Male,Black or African American,International,United States,New York,English (MA),Incomplete,940
23,Female,Black or African American,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,941
22,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,942
22,Female,Hispanic or Latino,Domestic,United States,Texas,Forensic Science (MS),Unsubmitted,943
17,Female,Black or African American,Domestic,United States,New York,Forensic Science (MS),Unsubmitted,944
22,Female,Asian; White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,945
23,Female,Asian,International,India,Kerala,Forensic Science (MS),Unsubmitted,946
22,Female,Black or African American,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,947
21,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,948
22,Male,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,949
22,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted,950
23,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Forensic Science (MS),Submitted App,951
22,Male,White,Domestic,United States,Pennsylvania,Forensic Science (MS),Submitted App,952
23,Male,Asian,International,India,Maharashtra,Forensic Science (MS),Submitted App,953
21,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Submitted App,954
21,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Incomplete,955
27,Male,Black or African American,International,Ghana,Greater Accra,Forensic Science (MS),Incomplete,956
22,Male,Hispanic or Latino,Domestic,United States,New Jersey,Forensic Science (MS),Incomplete,957
25,Female,White,Domestic,United States,California,Forensic Science (MS),Incomplete,958
25,Male,Asian,International,United States,California,Forensic Science (MS),Incomplete,959
25,Female,Black or African American,International,Nigeria,Anambra,Forensic Science (MS),Admit-Coming,960
24,Female,Black or African American,Domestic,United States,Massachusetts,Forensic Science (MS),Admit-Coming,961
26,Male,Black or African American,International,Kenya,Mombasa,Forensic Science (MS),Admit-Coming,962
23,Female,White,Domestic,United States,Maryland,"History (American, Global, Public) (MA)",Unsubmitted,963
44,Female,White,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Unsubmitted,964
21,Female,White,Domestic,United States,Virginia,"History (American, Global, Public) (MA)",Admit,965
29,Female,White,Domestic,United States,Ohio,"History (American, Global, Public) (MA)",Admit,966
20,Female,White,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit,967
20,Male,White,Domestic,United States,Florida,"History (American, Global, Public) (MA)",Admit,968
22,Female,White,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit,969
24,Female,White,Domestic,United States,Pennsylvania,"History (American, Global, Public) (MA)",Admit,970
22,Female,White,Domestic,United States,Pennsylvania,"History (American, Global, Public) (MA)",Admit,971
21,Female,Black or African American,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit,972
22,Male,None Listed,Domestic,United States,Connecticut,"History (American, Global, Public) (MA)",Admit,973
25,Male,White,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit,974
21,Female,Hispanic or Latino; White,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit,975
25,Female,White,Domestic,United States,None Listed,"History (American, Global, Public) (MA)",Admit,976
22,Female,White,Domestic,United States,Maryland,"History (American, Global, Public) (MA)",Admit,977
30,Male,White,Domestic,United States,Hawaii,"History (American, Global, Public) (MA)",Admit,978
28,Female,Black or African American,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit,979
23,Female,White,Domestic,United States,Pennsylvania,"History (American, Global, Public) (MA)",Admit-Coming,980
22,Female,Black or African American,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit-Coming,981
36,Male,White,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Admit-Coming,982
