Index,Age (Birthdate),Gender,Race,Domestic or INTL Applicant,Mailing Country,Mailing State/Province,Program Selection: Program Selection Name,Admissions Status
1080,20,Female,White,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Incomplete
1094,24,Female,White,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Incomplete
1124,21,Female,White,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Incomplete
1104,21,Female,White,Domestic,United States,Texas,Psychology: Psychological Sciences (MA),Incomplete
1112,25,Female,White,Domestic,United States,Texas,Psychology: Psychological Sciences (MA),Incomplete
1063,22,Male,Black or African American,Domestic,United States,Virginia,Psychology: Psychological Sciences (MA),Incomplete
1160,35,Male,Black or African American,International,Ghana,Greater Accra,Public Administration - On Campus (MPA),Incomplete
1163,21,Male,White,Domestic,United States,Michigan,Public Administration - On Campus (MPA),Incomplete
1162,23,Female,White,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Incomplete
1161,32,Female,White,Domestic,United States,New Mexico,Public Administration - On Campus (MPA),Incomplete
1164,33,Male,Black or African American,International,United States,New York,Public Administration - On Campus (MPA),Incomplete
27,28,Male,White,International,Turkey,Ankara,Public Affairs/Community Development (MS),Incomplete
25,25,Female,White,Domestic,United States,California,Public Affairs/Community Development (MS),Incomplete
32,32,Female,White,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Incomplete
30,30,Female,Black or African American,International,United States,New Jersey,Public Affairs/Community Development (MS),Incomplete
28,28,Female,White,International,United States,New Jersey,Public Affairs/Community Development (MS),Incomplete
24,24,Female,White,Domestic,United States,New York,Public Affairs/Community Development (MS),Incomplete
26,26,Male,Asian,International,India,Maharashtra,Public Affairs/Community Development (PHD),Incomplete
38,38,Female,White,International,"Iran, Islamic Republic Of",Tehran,Public Affairs/Community Development (PHD),Incomplete
28,28,Female,Asian,International,"Korea, Republic of",None Listed,Public Affairs/Community Development (PHD),Incomplete
29,29,Female,Black or African American,International,Nigeria,Ogun,Public Affairs/Community Development (PHD),Incomplete
31,32,Male,None Listed,International,Turkey,Istanbul,Public Affairs/Community Development (PHD),Incomplete
27,27,Male,White,Domestic,United States,New York,Public Affairs/Community Development (PHD),Incomplete
26,26,Female,None Listed,International,United States,New York,Public Affairs/Community Development (PHD),Incomplete
23,23,Female,White,Domestic,United States,New Jersey,Teacher Education (MAT),Incomplete
1003,47,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Not Coming (Fall)
143,30,Male,Asian,International,United States,Delaware,Biology (MS),Not Coming (Fall)
49,23,Female,Black or African American,International,Ghana,Greater Accra,Biology: Computational and Integrative (MS),Not Coming (Fall)
50,24,Female,Asian,International,Nepal,Bagmati,Biology: Computational and Integrative (MS),Not Coming (Fall)
47,36,Female,White,International,Saudi Arabia,None Listed,Biology: Computational and Integrative (MS),Not Coming (Fall)
48,38,Female,White,International,Saudi Arabia,Riyadh,Biology: Computational and Integrative (MS),Not Coming (Fall)
120,23,Female,Black or African American,International,Ghana,Ashanti Region,Biology: Computational and Integrative (PHD),Not Coming (Fall)
121,24,Male,White,International,"Iran, Islamic Republic Of",Kerman,Biology: Computational and Integrative (PHD),Not Coming (Fall)
119,41,Male,Black or African American,International,Nigeria,Lagos,Biology: Computational and Integrative (PHD),Not Coming (Fall)
122,27,Male,Black or African American,International,Nigeria,Ondo State,Biology: Computational and Integrative (PHD),Not Coming (Fall)
123,23,Male,Asian,International,United States,Virginia,Biology: Computational and Integrative (PHD),Not Coming (Fall)
221,37,Male,Black or African American,International,Ethiopia,None Listed,Childhood Studies (PHD),Not Coming (Fall)
218,28,Female,Black or African American,International,Ghana,Bono,Childhood Studies (PHD),Not Coming (Fall)
224,31,Female,Asian,International,India,Haryana,Childhood Studies (PHD),Not Coming (Fall)
225,31,Female,Asian,International,India,None Listed,Childhood Studies (PHD),Not Coming (Fall)
220,37,Male,Black or African American,International,Norway,None Listed,Childhood Studies (PHD),Not Coming (Fall)
216,38,Female,Asian,International,Saudi Arabia,None Listed,Childhood Studies (PHD),Not Coming (Fall)
215,30,Female,Black or African American,International,United States,Alabama,Childhood Studies (PHD),Not Coming (Fall)
219,36,Female,White,Domestic,United States,Maryland,Childhood Studies (PHD),Not Coming (Fall)
217,45,Female,Black or African American,International,United States,Michigan,Childhood Studies (PHD),Not Coming (Fall)
223,66,Female,Black or African American,Domestic,United States,New Jersey,Childhood Studies (PHD),Not Coming (Fall)
226,37,Female,White,International,United States,New York,Childhood Studies (PHD),Not Coming (Fall)
222,25,Female,White,Domestic,United States,Texas,Childhood Studies (PHD),Not Coming (Fall)
316,22,Female,Asian,International,India,Goa,Computer Science: Scientific Computing (MS),Not Coming (Fall)
315,24,Female,Asian,International,India,Rajasthan,Computer Science: Scientific Computing (MS),Not Coming (Fall)
456,26,Female,None Listed,International,United States,District Of Columbia,Creative Writing (MFA) Camden,Not Coming (Fall)
833,26,Male,Asian,International,Bangladesh,None Listed,Data Science (MS),Not Coming (Fall)
835,22,Male,Asian,International,China,Cn-Hb,Data Science (MS),Not Coming (Fall)
841,21,Female,Asian,International,China,Guangdong,Data Science (MS),Not Coming (Fall)
830,24,Male,Asian,International,China,Heilongjiang,Data Science (MS),Not Coming (Fall)
839,25,Male,Asian,International,China,Jiangsu,Data Science (MS),Not Coming (Fall)
832,21,Male,Asian,International,China,Shandong,Data Science (MS),Not Coming (Fall)
840,22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Not Coming (Fall)
827,22,Male,Asian,Domestic,India,Gujarat,Data Science (MS),Not Coming (Fall)
825,21,Male,Asian,International,India,Haryana,Data Science (MS),Not Coming (Fall)
828,22,Male,Asian,International,India,Haryana,Data Science (MS),Not Coming (Fall)
845,21,Male,Asian,International,India,Maharashtra,Data Science (MS),Not Coming (Fall)
837,24,Male,Asian,International,India,Jharkhand,Data Science (MS),Not Coming (Fall)
843,21,Male,Asian,International,India,Madhya Pradesh,Data Science (MS),Not Coming (Fall)
844,25,Male,Asian,International,India,Maharashtra,Data Science (MS),Not Coming (Fall)
829,21,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall)
831,21,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall)
836,21,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall)
842,25,Male,Asian,International,India,Telangana,Data Science (MS),Not Coming (Fall)
826,33,Male,Asian; White,International,"Iran, Islamic Republic Of",Tehran,Data Science (MS),Not Coming (Fall)
834,27,Female,White,International,Saudi Arabia,None Listed,Data Science (MS),Not Coming (Fall)
838,23,Male,Asian,International,United States,Ohio,Data Science (MS),Not Coming (Fall)
1143,43,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Not Coming (Fall)
1144,43,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Not Coming (Fall)
33,33,Male,Black or African American,International,Nigeria,Kwara,Public Affairs/Community Development (MS),Not Coming (Fall)
39,40,Male,Black or African American,International,United Kingdom,Kingston Upon Hull,Public Affairs/Community Development (MS),Not Coming (Fall)
39,40,Male,Black or African American,International,United Kingdom,Kingston Upon Hull,Public Affairs/Community Development (MS),Not Coming (Fall)
23,23,Male,Asian,Domestic,United States,California,Public Affairs/Community Development (MS),Not Coming (Fall)
34,34,Male,White,Domestic,United States,Massachusetts,Public Affairs/Community Development (MS),Not Coming (Fall)
27,27,Male,Asian,Domestic,United States,Massachusetts,Public Affairs/Community Development (MS),Not Coming (Fall)
46,46,Male,Asian,International,Bangladesh,None Listed,Public Affairs/Community Development (PHD),Not Coming (Fall)
35,35,Male,Asian,International,"Iran, Islamic Republic Of",West azerbaijan,Public Affairs/Community Development (PHD),Not Coming (Fall)
57,57,Female,Asian,International,Philippines,None Listed,Public Affairs/Community Development (PHD),Not Coming (Fall)
49,49,Female,Asian,International,"Taiwan, Province Of China",None Listed,Public Affairs/Community Development (PHD),Not Coming (Fall)
42,42,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Not Coming (Fall)
55,55,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Not Coming (Fall)
144,23,Male,White,Domestic,United States,New Jersey,Biology (MS),Unsubmitted
128,23,Female,Black or African American,International,Ghana,None Listed,Biology (MS),Unsubmitted
126,23,Male,Asian,International,India,Karnataka,Biology (MS),Unsubmitted
125,22,Male,Black or African American,International,Nigeria,Lagos,Biology (MS),Unsubmitted
124,23,Female,Asian,Domestic,United States,New Jersey,Biology (MS),Unsubmitted
127,20,Male,Hispanic or Latino,Domestic,United States,New Jersey,Biology (MS),Unsubmitted
1,27,Male,Asian,International,India,Andhra Pradesh,Biology: Computational and Integrative (MS),Unsubmitted
9,22,Male,Asian,International,India,Haryana,Biology: Computational and Integrative (MS),Unsubmitted
4,22,Male,None Listed,International,India,Telangana,Biology: Computational and Integrative (MS),Unsubmitted
3,32,Male,Black or African American,International,Nigeria,Ogun,Biology: Computational and Integrative (MS),Unsubmitted
5,25,Female,None Listed,Domestic,United States,Arizona,Biology: Computational and Integrative (MS),Unsubmitted
6,21,Female,Asian,International,United States,Georgia,Biology: Computational and Integrative (MS),Unsubmitted
2,26,Male,White,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Unsubmitted
7,31,Female,Asian,International,United States,New Jersey,Biology: Computational and Integrative (MS),Unsubmitted
8,26,Male,White,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Unsubmitted
10,22,Female,None Listed,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Unsubmitted
12,21,Male,None Listed,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Unsubmitted
11,23,Male,White,International,United States,Texas,Biology: Computational and Integrative (MS),Unsubmitted
59,26,Male,Asian,International,Bangladesh,None Listed,Biology: Computational and Integrative (PHD),Unsubmitted
61,23,Male,Asian,International,Denmark,Region Hovedstaden,Biology: Computational and Integrative (PHD),Unsubmitted
65,22,Male,White,Domestic,Egypt,Sohag,Biology: Computational and Integrative (PHD),Unsubmitted
64,33,Male,Asian,International,India,Maharashtra,Biology: Computational and Integrative (PHD),Unsubmitted
63,23,Female,Asian,International,India,West Bengal,Biology: Computational and Integrative (PHD),Unsubmitted
51,23,Male,Black or African American,International,Nigeria,Osun,Biology: Computational and Integrative (PHD),Unsubmitted
52,24,Male,White,Domestic,United States,Maryland,Biology: Computational and Integrative (PHD),Unsubmitted
66,24,Female,Asian,Domestic,United States,Maryland,Biology: Computational and Integrative (PHD),Unsubmitted
67,25,Female,Asian,International,United States,Nevada,Biology: Computational and Integrative (PHD),Unsubmitted
54,27,Female,Asian,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Unsubmitted
55,21,Female,Black or African American,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Unsubmitted
57,23,Male,Asian,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Unsubmitted
62,26,Female,Asian,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Unsubmitted
60,36,Male,Asian,International,United States,New York,Biology: Computational and Integrative (PHD),Unsubmitted
53,21,Female,Asian,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Unsubmitted
56,21,Female,White,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Unsubmitted
58,28,Female,Black or African American,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Unsubmitted
146,19,Female,White,International,Burundi,Bujumbura mairie,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
147,29,Female,Black or African American,International,Burkina Faso,Kadiogo,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
150,29,Male,Black or African American,International,Ghana,None Listed,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
152,21,Female,Asian,International,India,Andhra Pradesh,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
149,29,Male,Asian,Domestic,India,Karnataka,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
151,24,Female,Asian,International,Qatar,None Listed,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
148,20,Male,Asian,International,United Kingdom,Leicester,Business and Science - Computer and Information Sciences (MBS) Camden,Unsubmitted
161,30,Male,Black or African American,International,Ghana,None Listed,Chemistry (MS),Unsubmitted
160,24,Female,Black or African American,International,Nigeria,Federal Capital Territory,Chemistry (MS),Unsubmitted
162,25,Female,Asian,Domestic,United States,New Jersey,Chemistry (MS),Unsubmitted
176,21,Female,White,Domestic,United States,California,Childhood Studies (MA),Unsubmitted
175,32,Female,White,Domestic,United States,New Jersey,Childhood Studies (MA),Unsubmitted
178,27,Female,Black or African American,Domestic,United States,New Jersey,Childhood Studies (MA),Unsubmitted
179,22,Female,White,Domestic,United States,New Jersey,Childhood Studies (MA),Unsubmitted
177,21,Female,White,Domestic,United States,Pennsylvania,Childhood Studies (MA),Unsubmitted
190,23,Female,Hispanic or Latino; White,International,Brazil,Paraná,Childhood Studies (PHD),Unsubmitted
192,45,Male,Black or African American,International,Ghana,Bono,Childhood Studies (PHD),Unsubmitted
191,29,Female,Black or African American,International,Nigeria,Federal Capital Territory,Childhood Studies (PHD),Unsubmitted
189,54,Female,White,Domestic,United States,New Jersey,Childhood Studies (PHD),Unsubmitted
193,19,Female,Hispanic or Latino,Domestic,United States,New Jersey,Childhood Studies (PHD),Unsubmitted
194,30,Female,Asian,Domestic,United States,New Jersey,Childhood Studies (PHD),Unsubmitted
196,36,Female,White,Domestic,United States,New Jersey,Childhood Studies (PHD),Unsubmitted
195,24,Female,Black or African American,Domestic,United States,Virginia,Childhood Studies (PHD),Unsubmitted
318,21,Male,Asian,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
247,23,Male,None Listed,International,China,Chongqing,Computer Science: Scientific Computing (MS),Unsubmitted
245,22,Female,Asian,International,China,Guangdong,Computer Science: Scientific Computing (MS),Unsubmitted
231,27,Male,Black or African American,International,Ethiopia,East shewa/ Adama,Computer Science: Scientific Computing (MS),Unsubmitted
259,23,Female,Black or African American,International,Ghana,Accra,Computer Science: Scientific Computing (MS),Unsubmitted
230,22,Male,Black or African American,International,Ghana,Central Region,Computer Science: Scientific Computing (MS),Unsubmitted
233,24,Male,Black or African American,International,Ghana,None Listed,Computer Science: Scientific Computing (MS),Unsubmitted
252,24,Male,None Listed,International,India,Aaryana,Computer Science: Scientific Computing (MS),Unsubmitted
254,21,Male,Asian,International,India,Andhra Pradesh,Computer Science: Scientific Computing (MS),Unsubmitted
243,22,Female,Asian,International,India,Assam,Computer Science: Scientific Computing (MS),Unsubmitted
229,24,Male,Asian,International,India,Gujarat,Computer Science: Scientific Computing (MS),Unsubmitted
237,22,Male,Asian,International,India,Gujarat,Computer Science: Scientific Computing (MS),Unsubmitted
240,22,Female,Asian,International,India,Karnataka,Computer Science: Scientific Computing (MS),Unsubmitted
249,25,Male,Asian,International,India,Karnataka,Computer Science: Scientific Computing (MS),Unsubmitted
258,25,Male,Asian,International,India,Madhya Pradesh,Computer Science: Scientific Computing (MS),Unsubmitted
244,22,Female,Asian,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Unsubmitted
253,26,Male,Asian,International,India,None Listed,Computer Science: Scientific Computing (MS),Unsubmitted
257,21,Male,Asian,International,India,None Listed,Computer Science: Scientific Computing (MS),Unsubmitted
238,28,Male,Black or African American,International,India,Punjab,Computer Science: Scientific Computing (MS),Unsubmitted
234,21,Male,Asian,International,India,Rajasthan,Computer Science: Scientific Computing (MS),Unsubmitted
236,22,Male,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Unsubmitted
239,20,Female,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Unsubmitted
250,21,Female,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Unsubmitted
256,25,Male,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Unsubmitted
251,38,Female,White,International,"Iran, Islamic Republic Of",Golestan,Computer Science: Scientific Computing (MS),Unsubmitted
255,29,Male,Asian,International,"Korea, Republic of",None Listed,Computer Science: Scientific Computing (MS),Unsubmitted
228,29,Male,Black or African American,International,Nigeria,Kogi state,Computer Science: Scientific Computing (MS),Unsubmitted
241,24,Male,Asian,International,Pakistan,Sindh,Computer Science: Scientific Computing (MS),Unsubmitted
248,24,Female,Asian,International,"Taiwan, Province Of China",None Listed,Computer Science: Scientific Computing (MS),Unsubmitted
232,31,Male,White,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
235,27,Male,Black or African American,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
242,29,Female,Black or African American,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
246,18,Male,Hispanic or Latino,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
260,23,Female,None Listed,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
317,22,Male,Black or African American,Domestic,United States,New Jersey,Computer Science: Scientific Computing (MS),Unsubmitted
335,33,Male,Asian,International,China,None Listed,Creative Writing (MFA) Camden,Unsubmitted
329,23,Female,Black or African American,International,Ghana,None Listed,Creative Writing (MFA) Camden,Unsubmitted
333,38,Female,Asian,International,India,Maharashtra,Creative Writing (MFA) Camden,Unsubmitted
319,44,Female,None Listed,International,Nigeria,Rivers,Creative Writing (MFA) Camden,Unsubmitted
321,23,Female,Asian,International,Pakistan,Punjab,Creative Writing (MFA) Camden,Unsubmitted
337,29,Female,Asian,International,Pakistan,Punjab,Creative Writing (MFA) Camden,Unsubmitted
327,29,Male,White,International,United Kingdom,None Listed,Creative Writing (MFA) Camden,Unsubmitted
334,27,Female,Hispanic or Latino; White,Domestic,United States,California,Creative Writing (MFA) Camden,Unsubmitted
328,27,Female,White,Domestic,United States,Connecticut,Creative Writing (MFA) Camden,Unsubmitted
332,27,Female,White,International,United States,Illinois,Creative Writing (MFA) Camden,Unsubmitted
336,26,Female,White,Domestic,United States,Louisiana,Creative Writing (MFA) Camden,Unsubmitted
324,45,Female,None Listed,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Unsubmitted
326,23,Male,None Listed,Domestic,United States,New York,Creative Writing (MFA) Camden,Unsubmitted
338,23,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Unsubmitted
320,66,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Unsubmitted
323,25,Male,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Unsubmitted
325,35,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Unsubmitted
330,23,Female,Black or African American,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Unsubmitted
322,27,Male,None Listed,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Unsubmitted
331,25,Male,Asian,International,United States,Wisconsin,Creative Writing (MFA) Camden,Unsubmitted
462,20,Female,Asian,International,India,Bihar,Criminal Justice (MA),Unsubmitted
458,22,Female,Asian,Domestic,United States,New Jersey,Criminal Justice (MA),Unsubmitted
459,31,Male,Hispanic or Latino,Domestic,United States,New Jersey,Criminal Justice (MA),Unsubmitted
460,23,Female,Hispanic or Latino,Domestic,United States,New Jersey,Criminal Justice (MA),Unsubmitted
457,21,Female,Hispanic or Latino; White,Domestic,United States,New York,Criminal Justice (MA),Unsubmitted
461,34,Female,White,Domestic,United States,None Listed,Criminal Justice (MA),Unsubmitted
573,23,Female,Asian,International,Bangladesh,Dhaka,Data Science (MS),Unsubmitted
575,24,Female,Asian,International,Bangladesh,Dhaka,Data Science (MS),Unsubmitted
532,23,Male,Asian,International,China,Guangdong,Data Science (MS),Unsubmitted
498,21,Male,Asian,International,China,None Listed,Data Science (MS),Unsubmitted
504,30,Female,Black or African American,International,Finland,Central Ostrobonia,Data Science (MS),Unsubmitted
500,23,Male,Black or African American,International,Ghana,Greater Accra,Data Science (MS),Unsubmitted
579,24,Male,Black or African American,International,Ghana,Greater Accra,Data Science (MS),Unsubmitted
588,23,Male,Black or African American,International,Ghana,None Listed,Data Science (MS),Unsubmitted
494,23,Male,Black or African American,International,Ghana,Volta,Data Science (MS),Unsubmitted
491,23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
493,23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
508,21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
512,22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
522,22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
527,23,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
546,28,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
558,21,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
580,22,Male,Asian,Domestic,India,Andhra Pradesh,Data Science (MS),Unsubmitted
585,36,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
591,23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Unsubmitted
594,25,Male,Asian,International,India,Andhra pradesh,Data Science (MS),Unsubmitted
495,23,Male,Asian,Domestic,India,Bihar,Data Science (MS),Unsubmitted
505,24,Male,Asian,International,India,Bihar,Data Science (MS),Unsubmitted
506,26,Male,None Listed,International,India,Delhi,Data Science (MS),Unsubmitted
539,23,Male,Asian,International,India,Delhi,Data Science (MS),Unsubmitted
561,24,Male,Asian,International,India,Delhi,Data Science (MS),Unsubmitted
590,24,Male,Asian,International,India,Delhi,Data Science (MS),Unsubmitted
510,21,Male,Asian,Domestic,India,Gujarat,Data Science (MS),Unsubmitted
517,22,Male,Asian,International,India,Gujarat,Data Science (MS),Unsubmitted
530,22,Male,Asian,International,India,Gujarat,Data Science (MS),Unsubmitted
572,26,Female,Asian,International,India,Gujarat,Data Science (MS),Unsubmitted
577,25,Male,Asian,International,India,Gujarat,Data Science (MS),Unsubmitted
564,23,Male,Asian,International,India,Gujrat,Data Science (MS),Unsubmitted
525,20,Female,Asian,International,India,Haryana,Data Science (MS),Unsubmitted
562,25,Male,Asian,International,India,Haryana,Data Science (MS),Unsubmitted
496,21,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
511,22,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
514,23,Female,None Listed,International,India,Karnataka,Data Science (MS),Unsubmitted
515,25,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
516,26,Female,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
523,24,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
533,24,Female,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
545,23,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
552,24,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
593,22,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
596,23,Male,Asian,International,India,Karnataka,Data Science (MS),Unsubmitted
486,30,Male,Asian,International,India,Kerala,Data Science (MS),Unsubmitted
547,22,Female,Asian,International,India,Kerala,Data Science (MS),Unsubmitted
582,22,Male,Asian,International,India,Kerala,Data Science (MS),Unsubmitted
483,21,Female,Asian,International,India,Madhya Pradesh,Data Science (MS),Unsubmitted
484,21,Male,None Listed,International,India,Maharashtra,Data Science (MS),Unsubmitted
487,21,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
497,21,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
499,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
507,25,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
519,25,Female,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
520,21,Female,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
526,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
529,23,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
531,24,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
534,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
537,21,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
543,21,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
550,23,Female,None Listed,International,India,Maharashtra,Data Science (MS),Unsubmitted
553,26,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
555,20,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
556,23,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
578,28,Male,None Listed,International,India,Maharashtra,Data Science (MS),Unsubmitted
583,27,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
584,24,Male,Asian; White,International,India,Maharashtra,Data Science (MS),Unsubmitted
586,33,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
598,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Unsubmitted
559,27,Male,Asian,International,India,None Listed,Data Science (MS),Unsubmitted
560,26,Female,None Listed,International,India,None Listed,Data Science (MS),Unsubmitted
574,22,Female,None Listed,International,India,None Listed,Data Science (MS),Unsubmitted
492,25,Male,Asian,International,India,Odisha,Data Science (MS),Unsubmitted
567,22,Female,Asian,International,India,Odisha,Data Science (MS),Unsubmitted
513,24,Female,None Listed,International,India,Rajasthan,Data Science (MS),Unsubmitted
554,22,Male,Asian,International,India,Rajasthan,Data Science (MS),Unsubmitted
557,21,Male,Asian,International,India,Rajasthan,Data Science (MS),Unsubmitted
587,23,Female,Asian,International,India,Rajasthan,Data Science (MS),Unsubmitted
524,24,Female,Asian,International,India,Tamil Nadu,Data Science (MS),Unsubmitted
501,21,Female,Asian,International,India,TamilNadu,Data Science (MS),Unsubmitted
503,21,Male,Asian,International,India,TamilNadu,Data Science (MS),Unsubmitted
542,21,Male,Asian,International,India,TamilNadu,Data Science (MS),Unsubmitted
549,21,Male,Asian,International,India,TamilNadu,Data Science (MS),Unsubmitted
502,22,Male,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
528,21,Female,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
538,22,Male,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
541,25,Male,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
544,23,Female,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
563,22,Female,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
568,22,Male,None Listed,International,India,Telangana,Data Science (MS),Unsubmitted
571,22,Female,Asian,International,India,Telangana,Data Science (MS),Unsubmitted
566,27,Female,Asian,International,India,West Bengal,Data Science (MS),Unsubmitted
581,23,Female,Asian,International,India,West Bengal,Data Science (MS),Unsubmitted
569,38,Female,White,International,"Iran, Islamic Republic Of",Hamedan,Data Science (MS),Unsubmitted
490,26,Female,Asian,International,Mongolia,Ulaanbaatar,Data Science (MS),Unsubmitted
565,24,Female,Asian,International,Nepal,Kathmandu,Data Science (MS),Unsubmitted
595,31,Female,Black or African American,International,Nigeria,Federal Capital Territory,Data Science (MS),Unsubmitted
592,27,Female,Black or African American,International,Nigeria,Lagos,Data Science (MS),Unsubmitted
548,25,Male,Black or African American,International,Nigeria,Oyo,Data Science (MS),Unsubmitted
540,22,Male,White,Domestic,United States,California,Data Science (MS),Unsubmitted
576,21,Female,White,Domestic,United States,California,Data Science (MS),Unsubmitted
536,22,Female,Asian,International,United States,Florida,Data Science (MS),Unsubmitted
518,23,Male,Asian,Domestic,United States,Michigan,Data Science (MS),Unsubmitted
485,31,Male,None Listed,International,United States,New Jersey,Data Science (MS),Unsubmitted
509,21,Female,White,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted
521,31,Female,Asian,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted
